id,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera
4320,2018/12/20,shot,Taser,23,M,W,Toledo,OH,FALSE,attack,Not fleeing,FALSE
4330,2018/12/21,shot,gun,57,M,H,Azusa,CA,FALSE,attack,Not fleeing,FALSE
4410,2018/12/21,shot,knife,56,M,W,Springfield,FL,FALSE,other,Not fleeing,FALSE
4326,2018/12/23,shot,gun,36,M,H,Albuquerque,NM,TRUE,attack,Not fleeing,FALSE
4329,2018/12/23,shot,gun,,M,O,Wailuku,HI,FALSE,attack,Car,TRUE
4327,2018/12/24,shot,gun,,M,H,Albuquerque,NM,FALSE,attack,Not fleeing,FALSE
4324,2018/12/25,shot,vehicle,24,F,H,San Jose,CA,FALSE,attack,Car,FALSE
4325,2018/12/25,shot,gun,34,M,H,Buckeye,AZ,FALSE,attack,Not fleeing,FALSE
4322,2018/12/26,shot,vehicle,17,M,B,Lakeland,FL,FALSE,attack,Car,FALSE
4323,2018/12/26,shot,gun,21,M,W,Rector,AR,FALSE,attack,Not fleeing,FALSE
4328,2018/12/26,shot,gun,35,M,B,Clearwater,FL,TRUE,attack,Not fleeing,FALSE
4333,2018/12/28,shot,gun,34,M,W,Tullahoma,TN,FALSE,attack,Not fleeing,FALSE
4336,2018/12/28,shot,gun,56,M,W,Crawfordsville,IN,FALSE,other,Not fleeing,FALSE
4338,2018/12/28,shot,machete,35,M,B,Port Arthur,TX,FALSE,other,Not fleeing,FALSE
4346,2018/12/28,shot,gun,46,M,W,Phoenix,AZ,FALSE,other,Not fleeing,FALSE
4412,2018/12/29,shot,gun,42,M,W,St. Joseph,MO,FALSE,attack,Not fleeing,FALSE
4339,2018/12/30,shot,machete,49,M,W,Llano,TX,FALSE,other,Not fleeing,FALSE
4341,2018/12/30,shot,pole,44,M,B,Rockford,IL,TRUE,attack,Not fleeing,FALSE
4411,2018/12/30,shot and Tasered,knife,45,M,W,Danbury,CT,FALSE,other,Not fleeing,FALSE
4332,2018/12/31,shot,gun,36,M,A,Seattle,WA,FALSE,attack,Foot,TRUE
4335,2018/12/31,shot,gun,45,M,W,Fort Dodge,IA,FALSE,attack,Car,FALSE
4337,2018/12/31,shot,undetermined,34,M,H,Longmont,CO,TRUE,other,Foot,FALSE
4340,2018/12/31,shot,knife,18,M,,Van Nuys,CA,FALSE,other,Not fleeing,TRUE
4334,2019/1/1,shot,gun,26,M,W,Davidson County,NC,FALSE,attack,Foot,FALSE
4504,2019/1/1,shot,vehicle,28,M,B,Shallotte,NC,FALSE,other,Car,FALSE
4342,2019/1/2,shot,vehicle,35,M,B,Niles,OH,FALSE,attack,Foot,FALSE
4343,2019/1/2,shot,knife,20,M,B,Whitehaven,TN,FALSE,other,Not fleeing,TRUE
4345,2019/1/2,shot,Taser,33,M,W,San Antonio,TX,FALSE,attack,Other,FALSE
4344,2019/1/3,shot,gun,39,M,H,San Antonio,TX,FALSE,attack,,FALSE
4347,2019/1/3,shot,gun,63,M,W,Greenport,NY,TRUE,attack,Not fleeing,FALSE
4348,2019/1/3,shot,knife,27,M,W,Albert Lea,MN,TRUE,attack,,FALSE
4349,2019/1/3,shot,gun,33,M,H,Visalia,CA,TRUE,attack,Not fleeing,FALSE
4350,2019/1/3,shot,gun,27,M,,Millbrook,AL,FALSE,other,Car,FALSE
4505,2019/1/3,shot,gun,31,M,W,Bozeman,MT,FALSE,other,Not fleeing,FALSE
4367,2019/1/4,shot,gun,33,M,B,Treme,LA,TRUE,attack,Not fleeing,TRUE
4506,2019/1/4,shot,vehicle,39,M,W,Amarillo,TX,FALSE,attack,Car,FALSE
4507,2019/1/4,shot,toy weapon,27,M,W,San Marcos,TX,FALSE,other,Car,FALSE
4508,2019/1/4,shot,gun,32,M,B,Houston,TX,TRUE,attack,Not fleeing,FALSE
4355,2019/1/5,shot,ax,29,M,H,Fresno,CA,FALSE,other,Not fleeing,FALSE
4356,2019/1/5,shot,gun,81,M,,Union County,SC,FALSE,attack,Not fleeing,FALSE
4357,2019/1/5,shot,gun,28,M,H,Lemon Grove,CA,FALSE,other,Not fleeing,FALSE
4360,2019/1/5,shot,gun,50,M,W,Milwaukie,OR,FALSE,attack,Not fleeing,FALSE
4361,2019/1/5,shot,gun,55,M,W,Santa Clara,CA,FALSE,attack,Not fleeing,FALSE
4352,2019/1/6,shot,gun,42,M,,Hurricane,WV,FALSE,attack,Car,FALSE
4358,2019/1/6,shot,knife,,M,,Glen Valley,CA,FALSE,other,Not fleeing,FALSE
4359,2019/1/6,shot,gun,,M,,Cache,OK,FALSE,attack,Not fleeing,FALSE
4353,2019/1/6,shot and Tasered,knife,36,M,B,Portland,OR,TRUE,other,Not fleeing,FALSE
5409,2019/1/6,shot,gun,38,M,A,Houston,TX,FALSE,other,Not fleeing,FALSE
4351,2019/1/7,shot,gun,38,M,H,Kent,WA,FALSE,attack,Car,FALSE
4362,2019/1/7,shot,baseball bat,35,M,W,Spokane,WA,FALSE,attack,Not fleeing,TRUE
4510,2019/1/7,shot,knife,42,M,W,Tulsa,OK,FALSE,attack,Not fleeing,FALSE
4364,2019/1/8,shot,gun,53,M,,Leadwood,MO,FALSE,attack,Not fleeing,FALSE
4520,2019/1/8,shot and Tasered,beer bottle,33,M,,Midland,TX,FALSE,attack,Not fleeing,FALSE
4368,2019/1/10,shot,gun,70,M,B,Eclectic,AL,FALSE,other,Not fleeing,FALSE
4374,2019/1/10,shot,gun and vehicle,29,M,W,Wichita,KS,FALSE,attack,Car,FALSE
4366,2019/1/11,shot,gun,26,M,B,Lake Charles,LA,FALSE,other,Other,FALSE
4379,2019/1/11,shot,gun,20,M,B,Arlington,TX,FALSE,attack,Foot,FALSE
4381,2019/1/11,shot,gun,30,M,H,Eugene,OR,FALSE,attack,Not fleeing,TRUE
4390,2019/1/11,shot,gun,19,M,B,Phoenix,AZ,FALSE,other,Not fleeing,FALSE
4522,2019/1/11,shot and Tasered,ax,,M,,Huntsville,TX,FALSE,other,Not fleeing,FALSE
4378,2019/1/12,shot,hatchet,48,M,W,Colorado Springs,CO,FALSE,other,Not fleeing,FALSE
4382,2019/1/12,shot,toy weapon,58,M,W,Dearborn County,IN,TRUE,attack,Not fleeing,FALSE
4375,2019/1/13,shot,unarmed,38,M,H,Calabasas,CA,FALSE,other,Car,FALSE
4376,2019/1/13,shot,gun,28,M,H,Cathedral City,CA,FALSE,attack,Not fleeing,FALSE
4385,2019/1/13,shot,undetermined,34,M,W,White Lake,SD,FALSE,undetermined,,FALSE
4403,2019/1/13,shot,knife,43,M,,Lakewood,WA,TRUE,attack,Not fleeing,FALSE
4370,2019/1/14,shot,gun,45,M,B,Linda,CA,FALSE,attack,Not fleeing,FALSE
4371,2019/1/14,shot,gun,62,M,,Gainesville,GA,FALSE,other,Not fleeing,FALSE
4372,2019/1/14,shot,unarmed,18,M,H,Pueblo,CO,FALSE,other,Car,FALSE
4387,2019/1/14,shot,gun,25,M,H,El Paso,TX,FALSE,other,Foot,FALSE
4517,2019/1/14,shot,knife,38,M,B,Vacaville,CA,FALSE,attack,Foot,FALSE
4518,2019/1/14,shot,gun,33,M,W,Odessa,TX,FALSE,attack,Not fleeing,FALSE
4519,2019/1/14,shot,gun,39,M,B,Logan Township,NJ,FALSE,attack,Not fleeing,FALSE
4369,2019/1/15,shot,gun,58,M,W,Aurora,CO,FALSE,other,Not fleeing,FALSE
4383,2019/1/15,shot,gun,48,M,W,Roseville,CA,FALSE,attack,Car,FALSE
4386,2019/1/15,shot,toy weapon,14,M,H,Tempe,AZ,FALSE,other,Foot,TRUE
4402,2019/1/15,shot,vehicle,18,M,B,Atlanta,GA,FALSE,other,Car,FALSE
4516,2019/1/15,shot,gun,22,M,B,St. Louis,MO,FALSE,attack,Foot,FALSE
4389,2019/1/16,shot,undetermined,46,M,,Fort Lupton,CO,FALSE,undetermined,Car,FALSE
4391,2019/1/16,shot,vehicle,,M,B,West Memphis,AR,FALSE,other,Car,FALSE
4392,2019/1/16,shot,vehicle,,F,W,West Memphis,AR,FALSE,other,Car,FALSE
4393,2019/1/16,shot,gun,57,M,W,Sperry,OK,TRUE,other,Foot,TRUE
4401,2019/1/16,shot,knife,32,M,W,Charlotte,NC,FALSE,other,Foot,FALSE
4502,2019/1/16,shot,gun,31,M,B,Silver Spring,MD,FALSE,other,Foot,FALSE
4515,2019/1/16,shot,vehicle,29,M,,Nashua,IA,TRUE,attack,Car,FALSE
4400,2019/1/18,shot,gun,64,M,W,O'Fallon,MO,TRUE,attack,Not fleeing,FALSE
4396,2019/1/19,shot,unarmed,35,M,W,St. Louis Park,MN,TRUE,undetermined,Not fleeing,FALSE
4398,2019/1/19,shot,ax,42,M,W,Clackamas County,OR,FALSE,attack,Not fleeing,FALSE
4399,2019/1/19,shot,vehicle,30,M,W,Knoxville,TN,FALSE,other,Car,FALSE
4394,2019/1/20,shot,gun,26,M,W,Billings,MT,FALSE,attack,Foot,FALSE
4397,2019/1/21,shot,undetermined,37,M,H,Las Vegas,NV,FALSE,other,Car,FALSE
4395,2019/1/22,shot,undetermined,21,M,B,Atlanta,GA,FALSE,undetermined,Foot,FALSE
4405,2019/1/23,shot,unarmed,20,M,W,Flagstaff,AZ,FALSE,undetermined,Foot,FALSE
4407,2019/1/23,shot,knife,46,M,B,Spokane,WA,FALSE,other,,FALSE
4408,2019/1/23,shot,undetermined,,M,N,Naschitti,NM,FALSE,undetermined,,FALSE
4414,2019/1/23,shot,gun,20,M,H,Flagstaff,AZ,FALSE,attack,Foot,FALSE
4406,2019/1/23,shot and Tasered,knife,46,M,W,South Haven,IN,TRUE,attack,Not fleeing,TRUE
4409,2019/1/24,shot,unarmed,24,F,W,St. Louis,MO,FALSE,other,Not fleeing,FALSE
4514,2019/1/24,shot,undetermined,26,M,H,Ehrenberg,AZ,FALSE,other,Car,FALSE
4417,2019/1/25,shot,gun,60,M,,Dyersburg,TN,FALSE,attack,Not fleeing,FALSE
4418,2019/1/25,shot,gun,48,M,,Garland,TX,TRUE,attack,Not fleeing,FALSE
4419,2019/1/25,shot,gun,69,M,,North Escambia,FL,TRUE,attack,Not fleeing,FALSE
4429,2019/1/27,shot,vehicle,25,M,N,Rosebud,SD,FALSE,attack,Car,FALSE
4416,2019/1/28,shot,gun,29,M,H,Jackson,MI,FALSE,attack,Foot,FALSE
4420,2019/1/28,shot,unarmed,58,F,W,Houston,TX,FALSE,attack,Not fleeing,FALSE
4421,2019/1/28,shot,gun,59,M,W,Houston,TX,FALSE,attack,Not fleeing,FALSE
4422,2019/1/28,shot,unarmed,46,M,B,Newark,NJ,FALSE,other,Car,FALSE
4424,2019/1/28,shot,toy weapon,55,M,W,Wichita,KS,FALSE,attack,Not fleeing,FALSE
4426,2019/1/28,shot,unknown weapon,27,M,B,Mercury,NV,FALSE,other,Car,FALSE
4427,2019/1/28,shot,gun,30,M,W,Kirkwood,NY,FALSE,attack,Car,FALSE
4428,2019/1/28,shot,gun,52,M,,Butte County,CA,FALSE,attack,Car,FALSE
4430,2019/1/28,shot and Tasered,knife,45,M,,Tehama County,CA,FALSE,other,Other,FALSE
4423,2019/1/29,shot,vehicle,51,M,O,Kalihi,HI,FALSE,attack,Car,FALSE
4425,2019/1/29,shot,gun,27,M,H,Austin,TX,TRUE,attack,Car,TRUE
4511,2019/1/30,shot,gun,47,M,W,Phoenix,AZ,FALSE,attack,Foot,FALSE
4512,2019/1/30,shot,unknown weapon,52,M,W,Midland,TX,FALSE,attack,Not fleeing,FALSE
4454,2019/1/31,shot,gun,24,M,,Passaic,NJ,FALSE,other,Foot,FALSE
4434,2019/2/1,shot,vehicle,45,M,H,Denver,CO,FALSE,attack,Car,FALSE
4432,2019/2/2,shot,knife,47,M,W,Flagstaff,AZ,TRUE,attack,Not fleeing,TRUE
4438,2019/2/2,shot,gun,68,M,,Buford,GA,FALSE,attack,Not fleeing,FALSE
4481,2019/2/2,shot,knife,40,M,,Stockton,CA,FALSE,attack,Not fleeing,FALSE
4435,2019/2/3,shot,gun,18,M,W,Orange Park,FL,FALSE,other,Not fleeing,FALSE
4439,2019/2/3,shot,vehicle,35,M,H,Waukegan,IL,FALSE,attack,Car,TRUE
4431,2019/2/4,shot,gun,80,M,W,Clarksburg,WV,FALSE,attack,Not fleeing,FALSE
4437,2019/2/4,shot,gun,44,M,,Farmville,VA,FALSE,attack,Not fleeing,FALSE
4436,2019/2/5,shot,gun,31,M,B,Shreveport,LA,FALSE,attack,Foot,FALSE
4455,2019/2/6,shot,gun,20,M,W,LaSalle,CO,FALSE,attack,,FALSE
4456,2019/2/6,shot and Tasered,knife,48,M,,Edinburg,TX,TRUE,attack,Not fleeing,FALSE
4482,2019/2/6,shot,gun,43,M,B,Walter Hill,TN,TRUE,attack,Not fleeing,FALSE
4483,2019/2/6,shot,gun,25,M,W,Stone County,MS,FALSE,attack,Car,TRUE
5410,2019/2/6,shot,box cutter,38,M,B,Joilet,IL,FALSE,attack,Not fleeing,FALSE
4446,2019/2/7,shot,knife,34,M,H,Seattle,WA,FALSE,attack,Not fleeing,TRUE
4448,2019/2/7,shot,knife,58,M,W,Madera,CA,TRUE,attack,Not fleeing,TRUE
4449,2019/2/7,shot,undetermined,38,M,,Snyder,TX,FALSE,undetermined,Not fleeing,FALSE
4450,2019/2/7,shot,undetermined,29,M,W,Banning,CA,FALSE,undetermined,,FALSE
4452,2019/2/7,shot,gun,40,M,W,Memphis,TN,FALSE,attack,Not fleeing,FALSE
4484,2019/2/7,shot,gun,49,M,W,Barberton,OH,FALSE,attack,Not fleeing,FALSE
4451,2019/2/8,shot,undetermined,25,M,W,Bakersfield,CA,FALSE,other,Not fleeing,FALSE
4453,2019/2/8,shot,knife,32,M,,New York,NY,FALSE,attack,Not fleeing,FALSE
4441,2019/2/9,shot,gun,21,M,B,Vallejo,CA,FALSE,other,Not fleeing,FALSE
4443,2019/2/9,shot,knife,57,M,W,Virginia Beach,VA,TRUE,attack,Not fleeing,FALSE
4447,2019/2/9,shot,gun,28,M,H,Bailey,NC,FALSE,other,Not fleeing,TRUE
4485,2019/2/9,shot,gun,25,M,W,Del City,OK,FALSE,attack,Not fleeing,FALSE
4444,2019/2/10,shot,knife,58,M,W,Waukesha,WI,TRUE,attack,Not fleeing,FALSE
4445,2019/2/10,shot,gun,34,M,B,Greenville County,SC,TRUE,attack,Not fleeing,TRUE
4442,2019/2/11,shot,undetermined,34,M,W,Montgomery,WV,FALSE,undetermined,,FALSE
4457,2019/2/11,shot,gun,24,M,B,Crestwood,KY,FALSE,attack,Car,FALSE
4461,2019/2/11,shot,gun,32,M,A,Redding,CA,FALSE,attack,Foot,FALSE
4458,2019/2/12,shot,knife,58,M,B,Defiance,OH,FALSE,other,Not fleeing,FALSE
4459,2019/2/12,shot,gun,20,M,,Cinco Ranch,TX,FALSE,attack,Car,FALSE
4460,2019/2/12,shot,gun,19,M,,Cinco Ranch,TX,FALSE,attack,Car,FALSE
4464,2019/2/12,shot,gun,46,M,W,Fresno,CA,FALSE,attack,Not fleeing,FALSE
4465,2019/2/13,shot,gun,28,M,,Fairbanks,AK,FALSE,attack,Not fleeing,FALSE
4479,2019/2/13,shot,gun,47,M,W,Apex,NC,FALSE,attack,Not fleeing,FALSE
4462,2019/2/14,shot,knife,47,M,H,Los Angeles,CA,FALSE,other,Not fleeing,FALSE
4463,2019/2/14,shot,knife,34,M,W,Aspers,PA,FALSE,attack,Not fleeing,FALSE
4477,2019/2/14,shot,gun,,M,W,San Jose,CA,FALSE,attack,Car,FALSE
4476,2019/2/15,shot,gun,45,M,B,Aurora,IL,FALSE,attack,Not fleeing,FALSE
4470,2019/2/16,shot,gun,17,M,B,Chicago,IL,FALSE,other,Car,FALSE
4478,2019/2/16,shot,gun,34,M,A,Clinton,MS,FALSE,attack,Not fleeing,FALSE
4467,2019/2/17,shot,gun,48,M,H,Napa Valley,CA,FALSE,attack,Not fleeing,TRUE
4468,2019/2/17,shot,gun,37,F,,Claiborne County,TN,FALSE,attack,Foot,FALSE
4475,2019/2/17,shot,gun,32,M,B,New Orleans,LA,FALSE,attack,Not fleeing,FALSE
4466,2019/2/18,shot,unarmed,20,M,A,Honolulu,HI,FALSE,attack,Not fleeing,FALSE
4469,2019/2/18,shot,gun,31,M,B,Pelehatchie,MS,TRUE,attack,Not fleeing,FALSE
4473,2019/2/19,shot,knife,16,M,A,Vancouver,WA,FALSE,attack,Not fleeing,FALSE
4498,2019/2/19,shot,machete,24,M,B,Baltimore,MD,FALSE,other,Not fleeing,FALSE
4474,2019/2/20,shot,gun,39,M,B,Norwich,CT,TRUE,attack,Car,FALSE
4490,2019/2/20,shot,vehicle,26,M,W,Honolulu,HI,FALSE,attack,Car,FALSE
4471,2019/2/22,shot,vehicle,30,M,B,Little Rock,AR,FALSE,attack,Car,TRUE
4472,2019/2/22,shot,gun,36,M,O,Boston,MA,FALSE,attack,Car,FALSE
4489,2019/2/22,shot,gun,28,M,W,Walton,WV,FALSE,attack,Not fleeing,FALSE
4493,2019/2/22,shot,vehicle,21,M,B,Miami Gardens,FL,FALSE,attack,Car,FALSE
4499,2019/2/22,shot,knife,36,M,H,Poteet,TX,FALSE,other,Car,FALSE
4486,2019/2/23,shot,gun,28,M,W,Carrollton,TX,FALSE,attack,Car,TRUE
4487,2019/2/23,shot,gun,24,M,W,Victorville,CA,TRUE,attack,Not fleeing,FALSE
4488,2019/2/23,shot,gun,29,M,W,Clarksville,TN,FALSE,other,Foot,FALSE
4501,2019/2/23,shot,gun,44,M,W,Blountville,TN,FALSE,attack,Not fleeing,FALSE
4480,2019/2/24,shot,undetermined,41,M,,Flint,MI,FALSE,undetermined,Car,FALSE
4494,2019/2/25,shot,knife,38,M,W,Springfield,MO,TRUE,other,,FALSE
4548,2019/2/25,shot,gun,40,M,,Denver,CO,FALSE,other,Not fleeing,FALSE
4492,2019/2/26,shot,vehicle,20,F,W,McIntosh County,GA,FALSE,attack,Car,FALSE
4496,2019/2/26,shot,gun,27,M,W,Miltona,MN,FALSE,other,Not fleeing,TRUE
4497,2019/2/26,shot,gun,51,M,,Huger,SC,FALSE,attack,Not fleeing,FALSE
4549,2019/2/26,shot,gun,48,M,W,Struthers,OH,FALSE,attack,Not fleeing,FALSE
4495,2019/2/27,shot,gun,40,M,,Killeen,TX,FALSE,attack,Not fleeing,FALSE
4531,2019/2/27,shot,unknown weapon,21,M,,DeRidder,LA,FALSE,other,,FALSE
4524,2019/2/28,shot,gun,29,M,W,Vancouver,WA,TRUE,attack,Not fleeing,FALSE
4528,2019/2/28,shot,gun,34,M,H,Lone Tree,CO,FALSE,other,Foot,FALSE
4536,2019/3/1,shot,gun,20,F,H,Salinas,CA,FALSE,other,,FALSE
4550,2019/3/1,shot,unarmed,47,M,A,Honolulu,HI,FALSE,other,Foot,FALSE
4523,2019/3/1,shot and Tasered,undetermined,29,M,H,Fairfield,TX,FALSE,undetermined,,FALSE
4525,2019/3/2,shot,gun,49,M,,Sebewaing,MI,TRUE,attack,Not fleeing,FALSE
4538,2019/3/2,shot,sword,33,M,W,Mount Holly,NC,TRUE,other,Not fleeing,FALSE
4541,2019/3/2,shot,unarmed,46,M,W,Fairchild,WI,FALSE,attack,Not fleeing,FALSE
4542,2019/3/2,shot,undetermined,35,F,W,Carter County,KY,FALSE,other,,FALSE
4543,2019/3/2,shot,knife,,M,,Waco,TX,FALSE,attack,Not fleeing,FALSE
4551,2019/3/3,shot,toy weapon,40,M,,Glenoma,WA,FALSE,attack,Not fleeing,FALSE
4526,2019/3/4,shot,gun,36,M,B,Des Moines,IA,FALSE,attack,Foot,FALSE
4534,2019/3/4,shot,gun,63,M,W,Rancho Mirage,CA,TRUE,attack,,FALSE
4539,2019/3/4,shot,gun,27,M,H,San Antonio,TX,FALSE,attack,Not fleeing,FALSE
4540,2019/3/4,shot,gun,17,M,H,San Antonio,TX,FALSE,attack,Car,FALSE
4547,2019/3/4,shot,machete,22,M,B,Aurora,CO,FALSE,other,Not fleeing,TRUE
4530,2019/3/5,shot,gun,22,M,,DeKalb County,GA,FALSE,attack,Foot,FALSE
4535,2019/3/5,shot,gun,36,M,,Springfield,MO,FALSE,other,,FALSE
4567,2019/3/5,shot,unarmed,21,F,H,Bakersfield,CA,FALSE,other,Car,FALSE
4679,2019/3/5,shot,undetermined,31,M,W,Greenville,MS,TRUE,undetermined,,FALSE
4529,2019/3/5,shot and Tasered,knife,56,M,W,Muskogee,OK,FALSE,other,Not fleeing,FALSE
4537,2019/3/5,shot and Tasered,gun,32,M,B,Jacksonville,FL,FALSE,other,Not fleeing,FALSE
4678,2019/3/6,shot,gun,25,M,B,Morgantown,WV,FALSE,attack,Foot,FALSE
4544,2019/3/7,shot,gun,,M,,Jonesboro,AR,FALSE,other,Not fleeing,FALSE
4545,2019/3/7,shot,gun,,M,H,Vancouver,WA,FALSE,other,Not fleeing,FALSE
4546,2019/3/7,shot,gun,23,M,W,Anchorage,AK,FALSE,attack,Foot,FALSE
4556,2019/3/8,shot,toy weapon,34,M,W,Athens,GA,TRUE,attack,,TRUE
4554,2019/3/9,shot,knife,51,F,W,Cheatham County,TN,FALSE,attack,Not fleeing,FALSE
4557,2019/3/9,shot,gun,35,M,W,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE
4558,2019/3/9,shot,gun,46,M,,Pennfield Township,MI,FALSE,attack,Not fleeing,FALSE
4559,2019/3/9,shot,knife,59,M,W,Quanah,TX,FALSE,undetermined,Not fleeing,FALSE
4676,2019/3/9,shot,gun,40,M,,Buckeye,AZ,FALSE,attack,Car,FALSE
4677,2019/3/9,shot,gun,30,M,B,Monahans,TX,TRUE,attack,Not fleeing,FALSE
4552,2019/3/10,shot,gun,34,M,N,Redding,CA,FALSE,attack,Foot,FALSE
4553,2019/3/10,shot,gun,44,M,W,Cofield,NC,FALSE,attack,Not fleeing,FALSE
4555,2019/3/10,shot,unknown weapon,31,M,A,San Bernardino,CA,TRUE,attack,Not fleeing,FALSE
4674,2019/3/10,shot,gun,51,M,,Lakewood,CO,FALSE,attack,Car,FALSE
4675,2019/3/11,shot,knife,34,M,W,Westminster,MD,FALSE,attack,Not fleeing,FALSE
4560,2019/3/12,shot,gun,45,M,,Salacoa,GA,FALSE,attack,Not fleeing,FALSE
4561,2019/3/12,shot,vehicle,32,F,B,Miami,FL,FALSE,other,Not fleeing,FALSE
4562,2019/3/12,shot,gun,31,M,,Kalamazoo,MI,FALSE,attack,Not fleeing,FALSE
4563,2019/3/13,shot,vehicle,41,M,B,Ashland,CA,FALSE,attack,Car,TRUE
4564,2019/3/13,shot,knife,29,M,H,Grand Island,NE,FALSE,attack,Not fleeing,FALSE
4566,2019/3/13,shot,gun,47,F,B,Greensburg,PA,TRUE,attack,Not fleeing,FALSE
4570,2019/3/13,shot,unarmed,30,M,H,Phoenix,AZ,FALSE,other,Other,FALSE
4565,2019/3/14,shot,knife,27,M,N,Sallisaw,OK,FALSE,attack,Not fleeing,FALSE
4568,2019/3/14,shot,gun,27,M,,Federal Way,WA,FALSE,attack,Not fleeing,FALSE
4569,2019/3/14,shot,knife,38,M,H,Jacksonville,FL,TRUE,other,Not fleeing,FALSE
4571,2019/3/14,shot,undetermined,33,M,,Monroe County,MS,TRUE,undetermined,Car,FALSE
4574,2019/3/14,shot,toy weapon,42,M,,Trenton,NJ,TRUE,other,Not fleeing,FALSE
4578,2019/3/14,shot,gun,25,M,W,Ontario,OR,TRUE,attack,Car,FALSE
4579,2019/3/15,shot,gun,47,M,W,Las Vegas,NV,FALSE,attack,Not fleeing,TRUE
4573,2019/3/16,shot,gun,53,M,,Macoupin County,IL,FALSE,attack,Other,FALSE
4576,2019/3/16,shot,gun,77,M,,The Dalles,OR,FALSE,attack,Not fleeing,FALSE
4577,2019/3/16,shot,gun,49,M,W,Palmdale,CA,FALSE,attack,Not fleeing,FALSE
4575,2019/3/17,shot,gun,33,M,H,Clermont,FL,FALSE,other,,FALSE
4580,2019/3/18,shot and Tasered,sharp object,36,M,W,Mansfield,OH,FALSE,other,Not fleeing,FALSE
4586,2019/3/19,shot,gun,22,M,B,Bastrop,LA,FALSE,undetermined,Foot,FALSE
4590,2019/3/19,shot,gun,29,M,H,Kittitas,WA,FALSE,attack,Car,FALSE
4596,2019/3/19,shot,knife,52,M,H,Tampa,FL,TRUE,other,Not fleeing,FALSE
5411,2019/3/19,shot,gun,61,M,,University City,MO,TRUE,attack,Not fleeing,FALSE
4581,2019/3/20,shot,knife,29,M,B,State College,PA,TRUE,attack,Not fleeing,FALSE
4584,2019/3/20,shot,gun,37,M,,Las Vegas,NV,FALSE,attack,Not fleeing,TRUE
4591,2019/3/20,shot,toy weapon,26,F,W,San Antonio,TX,FALSE,attack,Not fleeing,FALSE
4583,2019/3/21,shot,knife,32,M,,Sandy Springs,GA,TRUE,attack,Not fleeing,FALSE
4585,2019/3/21,shot,gun,19,M,B,Modesto,CA,FALSE,undetermined,Car,FALSE
4594,2019/3/22,shot,gun,45,M,W,Ernul,NC,TRUE,other,Not fleeing,FALSE
4595,2019/3/22,shot,knife,22,M,B,Walterboro,SC,FALSE,other,Not fleeing,FALSE
4589,2019/3/24,shot,unarmed,57,M,B,Baltimore,MD,FALSE,other,Not fleeing,TRUE
4592,2019/3/24,shot,gun,46,M,W,Port St. Joe,FL,FALSE,other,Car,FALSE
4587,2019/3/25,shot,gun,27,M,B,Charlotte,NC,TRUE,other,Not fleeing,TRUE
4588,2019/3/25,shot,gun,26,M,H,Thurmont,MD,TRUE,other,,FALSE
4603,2019/3/25,shot,gun,30,M,W,Horry County,SC,TRUE,other,Foot,FALSE
4657,2019/3/25,shot,gun,18,M,B,St. Louis,MO,FALSE,attack,Not fleeing,FALSE
4597,2019/3/27,shot,vehicle,25,M,W,Burnet,TX,FALSE,attack,Not fleeing,TRUE
4600,2019/3/27,shot,gun,51,M,W,Manchester,NH,FALSE,attack,Not fleeing,FALSE
4601,2019/3/27,shot,gun,40,M,H,Cochran County,TX,FALSE,attack,Car,FALSE
4602,2019/3/27,shot,knife,47,M,W,Chickasha,OK,FALSE,other,Not fleeing,FALSE
4604,2019/3/27,shot,vehicle,38,M,B,Terrytown,LA,FALSE,attack,Not fleeing,FALSE
4605,2019/3/27,shot,vehicle,39,M,B,Terrytown,LA,FALSE,attack,Car,FALSE
4671,2019/3/27,shot,sword,30,M,B,Inglewood,CA,FALSE,other,Not fleeing,FALSE
4598,2019/3/28,shot,gun,43,M,,Phoenix,AZ,FALSE,attack,Foot,FALSE
4607,2019/3/28,shot,gun,42,M,H,San Antonio,TX,FALSE,other,Car,FALSE
4606,2019/3/30,shot,gun,25,M,B,Miami,FL,FALSE,attack,,FALSE
4610,2019/3/30,shot,unarmed,22,M,W,Watuaga County,NC,FALSE,attack,Not fleeing,FALSE
4669,2019/3/30,shot and Tasered,gun,30,M,B,Durham,NC,FALSE,attack,Foot,TRUE
4608,2019/3/31,shot,vehicle,33,F,W,Springfield,OR,TRUE,other,Car,FALSE
4611,2019/3/31,shot,knife,24,M,H,Marana,AZ,FALSE,attack,Not fleeing,FALSE
4612,2019/3/31,shot,gun,31,M,B,Atlanta,GA,FALSE,other,Foot,FALSE
4618,2019/3/31,shot,gun,25,M,N,Fairbanks,AK,FALSE,other,Car,FALSE
4609,2019/4/1,shot,gun,28,F,W,LaFollette,TN,FALSE,attack,Not fleeing,FALSE
4620,2019/4/1,shot,gun,19,M,B,Union City,GA,FALSE,attack,,FALSE
4656,2019/4/1,shot,BB gun,31,M,B,Anchorage,AK,TRUE,other,Foot,FALSE
4680,2019/4/1,shot and Tasered,undetermined,29,M,,Fairfield,TX,FALSE,other,Not fleeing,FALSE
4615,2019/4/2,shot,unarmed,48,M,W,Redding,CA,TRUE,attack,Not fleeing,FALSE
